Iteration,QuCFTnet,CNN,LSTM,QNN
39,0.009018575084968667,0.015817219085298585,0.021738683427429434,0.02728076803364938
40,0.010641835661042376,0.020640302674687493,0.02157352212585826,0.023516388667954864
41,0.009716133488595392,0.017940595546297695,0.01551678314054208,0.04301047238590904
42,0.010492993003423722,0.020521311600908143,0.022097590195084664,0.04412635055957162
43,0.010542882780893267,0.02374299770332683,0.026158054945837672,0.030876261882919975
44,0.011980992483292251,0.022462320123650736,0.02051588099731118,0.025840987560726225
45,0.009485820773703432,0.022239867293155954,0.018988024513794482,0.037594208926043204
46,0.007784713274731403,0.02252244538585982,0.019573990356777437,0.042585029358103176
47,0.011600833624857974,0.02361016472185983,0.021845770300905683,0.04778556713460588
48,0.009502767741854119,0.019974391874170674,0.014807985183478346,0.0400977854326087
49,0.011671888666866066,0.02512054892269715,0.020493172108931906,0.034769699820485826
50,0.010575065669773705,0.02498799791115645,0.01882860815161157,0.031641216270490824
51,0.009803293704694982,0.024155113812968303,0.025543475038868137,0.037068707750023924
52,0.010523163841069444,0.02466960032825379,0.019477481798585126,0.03520441177668846
53,0.012926518840189449,0.023889254002425978,0.02500366283335856,0.0309095925656271
54,0.013115470793580629,0.029105219908193203,0.01668877790665398,0.04929253390517972
55,0.010104071702699169,0.02273871748684247,0.021761777500408377,0.04771101041243278
56,0.010240285889975612,0.02207875034499627,0.02095820079137369,0.04381629210133257
57,0.011614360236199578,0.020739417258927865,0.017392858256405654,0.03147489761314523
58,0.008731508450848979,0.01990321198826649,0.020532188343910823,0.04213011594578367
59,0.010499605558927382,0.019266584637196774,0.023637556510494803,0.04083775845698741
60,0.009961205728069215,0.020333608060307245,0.0190286248871402,0.03965527374522432
61,0.01047086231718633,0.022787958855043786,0.01492411205249071,0.044497991602262664
62,0.008749946791075892,0.024002885385493142,0.019947311520567664,0.04081222685716766
63,0.007615648760036547,0.023153426175656484,0.017292730715622463,0.04144008541782601
64,0.006890524846013062,0.02070339416771086,0.018972977184008352,0.04082143770023326
65,0.008323923830515589,0.02570055369205989,0.019755236690944637,0.03904474844801263
66,0.009311987072591,0.025218238016902844,0.014883043351953448,0.026298333221714897
67,0.009560212620026858,0.02252105507773395,0.015153024982037966,0.03750172646446334
68,0.012905846743644275,0.021041251566005864,0.021446200506576578,0.03366284824690525
69,0.011658990054860947,0.0246452837624894,0.01843184391149096,0.029320954254159877
70,0.008556863325487558,0.023563920762458314,0.0123057669745383,0.04709089971580494
71,0.010521562678676436,0.018655618221754856,0.022354532109824406,0.04737397204531422
72,0.009389382645474512,0.022796059232046785,0.02081710926582272,0.04515532360177367
73,0.009573454242939858,0.02378610743622314,0.01785837552789055,0.038531280501135245
74,0.010277988474123072,0.020300915640536737,0.016049509366825275,0.04510375072571594
75,0.01092875667546309,0.023569530178512328,0.022507423688943012,0.03707231908361095
76,0.009491112274173976,0.018635532544226632,0.02104805186768129,0.03821678366138667
77,0.011595777299101538,0.02700855830003651,0.027147806848052222,0.030439171777228102
78,0.008287092660786394,0.026743849955178294,0.021260565796174812,0.03938194782699304
79,0.010009508593543402,0.022242447997091106,0.021163109423786044,0.0373623155705465
80,0.01389651058989375,0.02409036301351722,0.019499216209674305,0.02918408729899321
81,0.010334619613937912,0.015770234102600374,0.022450327601602375,0.036692817329100416
82,0.012149821759909259,0.019530957019204,0.02187525560374446,0.03652162261685915
83,0.010137280267259812,0.02211866323954361,0.023755175025695584,0.04778536699986784
84,0.010871165642994696,0.01978360093571942,0.018436031244088148,0.04236527997108046
85,0.009914825208410962,0.025143189447891977,0.018693777581168112,0.03706867263454879
86,0.009744388628253694,0.028991889592243983,0.01856269048726406,0.0384927238588065
87,0.00883077640491187,0.019470155841712092,0.022372405163536967,0.037265274268625186
88,0.01064545203843633,0.020487609787744422,0.024495123320890197,0.035782516091226714
89,0.008722694216221348,0.02370634510492979,0.0186234785205521,0.030505436815670278
90,0.010998377854470144,0.02783334844549886,0.018725678816620725,0.03609368873435842
91,0.011627930506668865,0.01933287706238029,0.0209422316716094,0.03252341046008492
92,0.010549797110855845,0.023747108366920826,0.019262715499961298,0.02949810676646112
93,0.009570626899666462,0.028463896552439326,0.02285616095941967,0.04006733088728521
94,0.010680948368963045,0.018044722555462196,0.01324466812814286,0.03934758795959941
95,0.009536990416680382,0.019156792379462502,0.017519884859249317,0.02627975493179153
96,0.011403320688197724,0.021729180180617483,0.01765275099811566,0.03626389217502923
97,0.007252890873677314,0.021438234761433767,0.013038931962841565,0.04297420831539954
98,0.009496588947822031,0.025437803863260933,0.01710908466689359,0.04335534243337792
99,0.007013782007314003,0.023724979159462513,0.017254531652462223,0.04315502105731143
100,0.007757408754659193,0.017675113821073615,0.01939668603644351,0.037233479241408754
